phase,file,line,section,subsection,id,prefix,text,classification
2,phase-2.md,147,Administrative-access requirements,,ADMIN-006,ADMIN,"Assigning/removing administrator privileges, deleting or restoring users, changing MFA/recovery, issuing refunds or credits, adjusting financial state, and accessing especially sensitive private data must require recent authentication or step-up. The backend must bind the step-up result to the acting administrator and a limited time window.",`REQUIRED`
2,phase-2.md,148,Administrative-access requirements,,ADMIN-007,ADMIN,"High-risk mutations must present the target and consequential values for confirmation, require an explicit reason where accountability or user impact warrants it, perform a final current-state and authorization check, and support safe retry through idempotency or equivalent duplicate detection.",`REQUIRED`
2,phase-2.md,149,Administrative-access requirements,,ADMIN-008,ADMIN,"Typed confirmation, preview, reversal windows, transaction limits, user notifications, dual control and second approval must be selected by risk. Dual control is strongly indicated for unusually large financial adjustments, granting top-level administrative access, destructive bulk actions, or access to exceptionally sensitive private data, but need not be imposed on routine low-risk moderation.",`CONTEXT-DEPENDENT`
2,phase-2.md,150,Administrative-access requirements,,ADMIN-009,ADMIN,"Only an already authorized privilege-management principal or approved bootstrap procedure may create administrators. Self-promotion through profile updates, custom claims, registration fields or ordinary admin APIs must be impossible. Administrator invitations must bind the approved person to the authenticated Firebase UID before privilege activation.",`REQUIRED`
2,phase-2.md,151,Administrative-access requirements,,ADMIN-010,ADMIN,"Initial administrator bootstrap must be one-time, narrowly controlled and disabled after use. The system must prevent accidental removal of the final usable administrator or require a separately tested recovery mechanism. Departing or reassigned administrators must be promptly offboarded from PostgreSQL, Firebase sessions and relevant Google Cloud access.",`REQUIRED`
2,phase-2.md,152,Administrative-access requirements,,ADMIN-011,ADMIN,"Administrator search must be access-controlled, rate- and result-limited, and return only fields needed for the task. Exact identifiers should be preferred for sensitive lookups; partial name/email search, deleted users, private contact details, bulk export and broad result sets require additional privilege or justification.",`REQUIRED`
2,phase-2.md,153,Administrative-access requirements,,ADMIN-012,ADMIN,"Access to private messages, payment-related data, recovery information, internal notes and support records must be separately justified and minimized. General administrator status must not automatically expose all such fields where duties do not require them.","`STRONGLY RECOMMENDED`, becoming `REQUIRED` when duties are separated"
2,phase-2.md,154,Administrative-access requirements,,ADMIN-013,ADMIN,"Administrator impersonation should be absent unless a demonstrated support need exists. If enabled, it must use a separate time-limited mode with a persistent visible banner, acting-admin identity retained server-side, required reason, restricted operations, and prohibition on financial actions, role changes, credential changes and invisible impersonation.",`CONTEXT-DEPENDENT`; controls `REQUIRED` if enabled
2,phase-2.md,155,Administrative-access requirements,,ADMIN-014,ADMIN,"Break-glass access is appropriate only where operational scale or availability needs justify it. If used, it must be a separate named emergency identity, protected by strong MFA, unavailable for routine use, narrowly privileged, securely recoverable, periodically tested, promptly rotated after use, and subject to post-use review.",`CONTEXT-DEPENDENT`; controls `REQUIRED` if implemented
2,phase-2.md,156,Administrative-access requirements,,ADMIN-015,ADMIN,"Emergency privilege removal must update the authoritative PostgreSQL role or account state first, revoke Firebase refresh tokens, disable the Firebase identity when appropriate, invalidate authorization caches across instances, and remove relevant Google Cloud access. The procedure must be executable without cooperation from the affected administrator.",`REQUIRED`
3,phase-3.md,101,Audit logging requirements and matrices,Audit requirements,AUDIT-001,AUDIT,"Maintain a distinct authoritative **administrative audit trail**. Access logs, application/error logs, moderation evidence, case events, financial ledgers, business-status history, and incident records may share correlation IDs but must not substitute for it.",`REQUIRED`
3,phase-3.md,102,Audit logging requirements and matrices,Audit requirements,AUDIT-002,AUDIT,"Maintain a logging inventory that identifies event classes, fields, formats, destinations, writers, readers, uses, alerting, retention categories and failure behavior.",`REQUIRED`
3,phase-3.md,103,Audit logging requirements and matrices,Audit requirements,AUDIT-003,AUDIT,"Record administrator authentication successes and failures, session elevation or break-glass use, and administrator authorization failures. Record successful sensitive-data access where the data category is private messages, payment context, moderation evidence, audit records or exports. Do not copy the sensitive payload into the access event.",`REQUIRED`
3,phase-3.md,104,Audit logging requirements and matrices,Audit requirements,AUDIT-004,AUDIT,"Audit every consequential privileged mutation: role assignment/removal; suspension/restoration/deletion and deletion cancellation; hosting or participation restriction/restoration; content hide/remove/restore; game/post cancellation; chat action; case creation/state/resolution/reopen; note addition/correction; enforcement/reversal; refund/credit/adjustment/reconciliation; notice creation/scheduling/cancellation; and changes to security, access or retention configuration.",`REQUIRED`
3,phase-3.md,105,Audit logging requirements and matrices,Audit requirements,AUDIT-005,AUDIT,"Record outcomes for significant failed, rejected or non-mutating attempts: authorization denial, invalid workflow state, stale version, duplicate/replayed request, same idempotency key with changed payload, provider rejection, database/audit failure and partial failure. Routine malformed public input may remain in security or operational logs unless it indicates abuse or affects a privileged operation.",`REQUIRED` for privileged or security-relevant attempts; otherwise `CONTEXT-DEPENDENT`
3,phase-3.md,106,Audit logging requirements and matrices,Audit requirements,AUDIT-006,AUDIT,"Each authoritative audit event must have an immutable unique event ID; authoritative UTC timestamp; event type; actor identifier and actor role/permission context; target type and ID; action; result; stable failure code where applicable; request/correlation ID; application/environment identity; and related case, enforcement, financial or notice identifiers when present.",`REQUIRED`
3,phase-3.md,107,Audit logging requirements and matrices,Audit requirements,AUDIT-007,AUDIT,"Record selected structured state changes—such as old/new status, role, visibility, amount or assignment—rather than full object snapshots by default. Exclude secrets, tokens, raw private conversations, full payment data, unrestricted profile data and large request/response bodies.",`REQUIRED`
3,phase-3.md,108,Audit logging requirements and matrices,Audit requirements,AUDIT-008,AUDIT,"Consequential actions must use a controlled reason code. Free-text explanation may be required by policy for selected actions, but must be bounded, safely rendered, validated as text, and accompanied by warnings against secrets, copied private messages, full payment data and irrelevant personal information. Do not impose arbitrary minimum text lengths.",`STRONGLY RECOMMENDED`; `REQUIRED` where the action cannot otherwise be meaningfully reviewed
3,phase-3.md,109,Audit logging requirements and matrices,Audit requirements,AUDIT-009,AUDIT,"Audit events and action reasons must not be directly edited through ordinary application functionality. Corrections must be new linked annotation, superseding or corrective events that identify the original event, correcting actor, time and correction reason.",`REQUIRED`
3,phase-3.md,110,Audit logging requirements and matrices,Audit requirements,AUDIT-010,AUDIT,The application audit writer must have only the privileges necessary to append permitted events; ordinary application and administrator roles must lack audit `UPDATE` and `DELETE`. Audit reading and exporting must use separate permissions. The application must not connect as the audit-table owner or a PostgreSQL superuser.,`REQUIRED`
3,phase-3.md,111,Audit logging requirements and matrices,Audit requirements,AUDIT-011,AUDIT,"Send an audit copy through a secure path to a logically separate security or audit system, or otherwise maintain an independently protected replica that the normal application writer cannot alter. Monitor forwarding failures and reconcile gaps.",`STRONGLY RECOMMENDED`; `REQUIRED` where administrator compromise is in the threat model and the local application/database is not independently controlled
3,phase-3.md,112,Audit logging requirements and matrices,Audit requirements,AUDIT-012,AUDIT,"Cryptographic event signing, hash chaining, notarization and write-once storage require a documented risk decision. Use them when evidence must remain trustworthy against highly privileged database or infrastructure operators, or when external obligations require them. They are not universal requirements for this application.",`CONTEXT-DEPENDENT`
3,phase-3.md,113,Audit logging requirements and matrices,Audit requirements,AUDIT-013,AUDIT,"For a local administrative mutation, create the authoritative audit event in the same transaction as the authoritative local state change where feasible. If provider actions or asynchronous pipelines prevent one transaction, use durable intent/result records, idempotent processing and reconciliation so neither business success nor audit loss is silent.",`REQUIRED` for local authoritative state and event consistency; implementation form `CONTEXT-DEPENDENT`
3,phase-3.md,114,Audit logging requirements and matrices,Audit requirements,AUDIT-014,AUDIT,"Use synchronized authoritative time, store UTC or explicit offset, distinguish event time from ingestion time when needed, and expose sequence/gap/duplicate indicators sufficient to detect delayed, duplicated or out-of-order events.",`REQUIRED`
3,phase-3.md,115,Audit logging requirements and matrices,Audit requirements,AUDIT-015,AUDIT,"Build log records through structured field allowlists before emission. Redact at the source and logging boundary, including provider SDK logs, exception handling, HTTP access logs, query logging, frontend telemetry and error-monitoring systems. Post-storage scrubbing alone is insufficient.",`REQUIRED`
3,phase-3.md,116,Audit logging requirements and matrices,Audit requirements,AUDIT-016,AUDIT,"Normalize, escape or encode untrusted log fields—including user content, excerpts, reasons, notes, user agents and provider errors—to prevent newline/control-character, terminal, HTML, JSON-delimiter and CSV/spreadsheet injection.",`REQUIRED`
3,phase-3.md,117,Audit logging requirements and matrices,Audit requirements,AUDIT-017,AUDIT,"Audit search and viewing must be read-only, permission-scoped and paginated. Support searches by event ID, actor, target, event type, outcome, date/time, request/correlation ID and linked case/enforcement/financial/notice ID. Unbounded partial-text search over sensitive narratives is context-dependent.",`STRONGLY RECOMMENDED`; sensitive-field search `CONTEXT-DEPENDENT`
3,phase-3.md,118,Audit logging requirements and matrices,Audit requirements,AUDIT-018,AUDIT,"Audit exports must require an export-specific permission, bounded query, purpose or reason, generated-file access control, secure transport/storage, expiration and deletion handling, export-event logging, and spreadsheet-formula protection. Recipient lists and unnecessary personal fields must be excluded by default.",`REQUIRED` for export functionality; `NOT APPLICABLE UNDER STATED CONDITIONS` if no export is offered
3,phase-3.md,119,Audit logging requirements and matrices,Audit requirements,AUDIT-019,AUDIT,"Establish periodic and event-driven review of high-risk events. Candidate signals include role changes, break-glass access, private-message reads, audit exports, bulk actions, large or unusual financial changes, repeated failures, unusual access context and modification of logging/access configuration. Thresholds must be risk-derived, documented and tested rather than invented in this report.",`REQUIRED` to define and perform review; exact thresholds `CONTEXT-DEPENDENT`
3,phase-3.md,120,Audit logging requirements and matrices,Audit requirements,AUDIT-020,AUDIT,"Define retention by record purpose and data category, including active storage, archive, deletion/anonymization, legal hold, backups/snapshots, development copies and exports. Preserve stable attribution where needed while minimizing directly identifying fields for deleted users. No universal period is prescribed.",`REQUIRED` to have and enforce a documented schedule; duration `CONTEXT-DEPENDENT`
3,phase-3.md,183,"Moderation, review-case, and enforcement requirements",Moderation requirements,MOD-001,MOD,"Maintain an owner-approved, versioned moderation taxonomy that maps detection rules and review outcomes to policy identifiers. The technical system must not infer the final policy merely from a keyword or model category.",`REQUIRED` for consistent automated or manual moderation
3,phase-3.md,184,"Moderation, review-case, and enforcement requirements",Moderation requirements,MOD-002,MOD,"Every deterministic or automated detection must identify detection type, rule/model/scanner ID and version, threshold or decision configuration, execution time, supported language/context limitations and provider where applicable.",`REQUIRED`
3,phase-3.md,185,"Moderation, review-case, and enforcement requirements",Moderation requirements,MOD-003,MOD,"Decide synchronously versus asynchronously, and fail-open versus fail-closed, by documented risk categories considering harm severity, exposure before review, reversibility, user latency, scanner reliability and backlog capacity. There is no universal choice.",`CONTEXT-DEPENDENT`
3,phase-3.md,186,"Moderation, review-case, and enforcement requirements",Moderation requirements,MOD-004,MOD,"A finding must identify the finding, target type/ID, target content version or immutable revision reference, field, rule/category/version, detection time, current/stale status, and links to case, review outcome and enforcement when present. Confidence, severity, offsets and excerpts are required only when the detector produces meaningful values.",`REQUIRED` for core identity and lifecycle; optional fields `CONTEXT-DEPENDENT`
3,phase-3.md,187,"Moderation, review-case, and enforcement requirements",Moderation requirements,MOD-005,MOD,"Store the minimum evidence necessary for review: ordinarily a safely rendered excerpt plus bounded context and a source-version reference. Full content, full conversation, screenshots and attachments require a documented need and stronger access controls.",`REQUIRED` as a minimization rule; precise evidence quantity `CONTEXT-DEPENDENT`
3,phase-3.md,188,"Moderation, review-case, and enforcement requirements",Moderation requirements,MOD-006,MOD,"When storing match spans, define whether offsets refer to bytes, Unicode code points or grapheme clusters and whether they apply to original or normalized text. Preserve enough mapping to highlight the correct original content safely.",`STRONGLY RECOMMENDED` where spans are stored; otherwise `NOT APPLICABLE UNDER STATED CONDITIONS`
3,phase-3.md,189,"Moderation, review-case, and enforcement requirements",Moderation requirements,MOD-007,MOD,"A content hash must declare canonicalization and hash-version rules. Hashes may support equality, duplicate detection and change comparison; they do not prove authorship, truth, policy violation or the time content existed. Unsalted hashes of predictable sensitive text require a privacy-risk decision.",`STRONGLY RECOMMENDED` when hashes are used; hashing itself `CONTEXT-DEPENDENT`
3,phase-3.md,190,"Moderation, review-case, and enforcement requirements",Moderation requirements,MOD-008,MOD,"Define finding deduplication over target, field, content version/hash, rule or category, scanner version and active lifecycle state. Preserve `first_detected`, `last_detected` and occurrence count where repeated scans are collapsed. Do not collapse genuinely different rules merely because excerpts overlap.",`REQUIRED` where rescanning or concurrent workers occur
3,phase-3.md,191,"Moderation, review-case, and enforcement requirements",Moderation requirements,MOD-009,MOD,Editing content must generate a new content version or otherwise change the comparison hash and trigger re-evaluation according to the content surface’s risk policy. Previous findings must be retained as historical and marked stale/non-current when they no longer match.,`REQUIRED`
3,phase-3.md,192,"Moderation, review-case, and enforcement requirements",Moderation requirements,MOD-010,MOD,"Staleness or deletion must not silently erase a case or enforcement history. Automatic closure or reversal is allowed only under a versioned policy that records the trigger and reason, checks current state, and supports review or reopening where appropriate.",`REQUIRED` prohibition on silent erasure; automation `CONTEXT-DEPENDENT`
3,phase-3.md,193,"Moderation, review-case, and enforcement requirements",Moderation requirements,MOD-011,MOD,"Scanner timeout, outage, exception, invalid response, partial scan, queue failure and evidence-write failure must have an explicit non-clean state. Retry must be idempotent; exhausted or poison work must become visible to operators; backlog and failure conditions must be monitored.",`REQUIRED`
3,phase-3.md,194,"Moderation, review-case, and enforcement requirements",Moderation requirements,MOD-012,MOD,"If machine-learning classification is used, establish test/evaluation/validation/verification, threshold review, subgroup or language performance analysis, drift monitoring, model/version records and human-oversight criteria proportionate to impact.",`REQUIRED` for production ML moderation governance; `NOT APPLICABLE UNDER STATED CONDITIONS` for deterministic-only moderation
3,phase-3.md,195,"Moderation, review-case, and enforcement requirements",Moderation requirements,MOD-013,MOD,"Support flags must have category, target, source, priority, state, creation time, sensitivity, assignment and resolution data. Keep a flag separate from a moderation case when it is merely an operational observation or unvalidated signal; create/link a case only under documented triage rules.",`STRONGLY RECOMMENDED`; automatic conversion `CONTEXT-DEPENDENT`
3,phase-3.md,201,"Moderation, review-case, and enforcement requirements",Review-case requirements,CASE-001,CASE,"Use an explicit server-enforced case state model that identifies permitted transitions, required inputs and terminal/nonterminal behavior. The exact state names are business-policy choices.",`REQUIRED`; vocabulary `CONTEXT-DEPENDENT`
3,phase-3.md,202,"Moderation, review-case, and enforcement requirements",Review-case requirements,CASE-002,CASE,"Case creation must be idempotent for the same trigger and use documented duplicate/merge rules. “One open case per target” must not be universal because one target may legitimately have different categories, reporters, time periods or risk owners.",`REQUIRED` for duplicate control; cardinality rule `CONTEXT-DEPENDENT`
3,phase-3.md,203,"Moderation, review-case, and enforcement requirements",Review-case requirements,CASE-003,CASE,"Preserve distinct case priority, severity, category, target links, finding/signal/report links, assigned queue/user and creation reason. Do not infer severity solely from confidence score.",`STRONGLY RECOMMENDED`
3,phase-3.md,204,"Moderation, review-case, and enforcement requirements",Review-case requirements,CASE-004,CASE,Case notes must distinguish internal-only from user-visible text; use server-side validation and safe rendering; restrict attachments; and prohibit direct editing/deletion through normal workflows. Corrections must be linked follow-up notes.,`REQUIRED` for integrity and sensitive-data safety
3,phase-3.md,205,"Moderation, review-case, and enforcement requirements",Review-case requirements,CASE-005,CASE,"Maintain append-only case event history distinct from the current case row. Record creation, assignment/reassignment, links, notes, state/outcome changes, enforcement, reversal, target edit/deletion, resolution and reopen events.",`REQUIRED`
3,phase-3.md,206,"Moderation, review-case, and enforcement requirements",Review-case requirements,CASE-006,CASE,"Case resolution must record outcome code, reviewer or automation identity, timestamp, reason, evidence/finding references, linked enforcement if any, and user-notice status or suppression reason where applicable. Reopening must preserve—not replace—the prior resolution.",`REQUIRED`
3,phase-3.md,207,"Moderation, review-case, and enforcement requirements",Review-case requirements,CASE-007,CASE,"Concurrent reviewers must not silently overwrite one another. Use version preconditions, optimistic concurrency or locking, and return a conflict that exposes the refreshed non-sensitive current state. Duplicate notes or repeated resolution attempts must be idempotent or clearly rejected.",`REQUIRED`
3,phase-3.md,208,"Moderation, review-case, and enforcement requirements",Review-case requirements,CASE-008,CASE,"Assignment queues, reassignment, presence indicators, stale-assignment expiry, workload balancing and escalation should be selected according to team size and risk. Assignment must never substitute for authorization.",`CONTEXT-DEPENDENT`
3,phase-3.md,209,"Moderation, review-case, and enforcement requirements",Review-case requirements,CASE-009,CASE,"Automatic case resolution or merging must produce a case event and audit event identifying rule/version, trigger, old/new state and reason, and must handle concurrent human action through state preconditions.",`REQUIRED` if automation exists; otherwise `NOT APPLICABLE UNDER STATED CONDITIONS`
3,phase-3.md,210,"Moderation, review-case, and enforcement requirements",Review-case requirements,CASE-010,CASE,"Separation between investigator, recommender and executor, or dual approval, is required only for risk-defined high-impact operations such as exceptional financial adjustments, access to exceptionally sensitive information or irreversible mass action.",`CONTEXT-DEPENDENT`; may become `REQUIRED` for an organization’s high-assurance tier
3,phase-3.md,216,"Moderation, review-case, and enforcement requirements",Enforcement requirements,ENF-001,ENF,"Enforce action-specific permissions for suspend, restore, hide, remove, cancel, refund, credit, export, read-private-message and send-notice operations. A generic “administrator” role must not automatically confer every sensitive capability.",`REQUIRED`
3,phase-3.md,217,"Moderation, review-case, and enforcement requirements",Enforcement requirements,ENF-002,ENF,"A consequential enforcement request must identify target, action, reason code, current expected state or version, actor, case/finding linkage where policy requires it, notice preference, and idempotency identifier where duplicate delivery is possible.",`REQUIRED`
3,phase-3.md,218,"Moderation, review-case, and enforcement requirements",Enforcement requirements,ENF-003,ENF,"Idempotency must be scoped to the authenticated principal or service, operation and relevant target. Store a safe key representation plus request fingerprint. A completed duplicate with identical semantics returns the prior result; an in-flight duplicate returns conflict; reuse with materially different input is rejected and audited.",`REQUIRED` for non-idempotent consequential operations exposed to retry; exact HTTP code `CONTEXT-DEPENDENT`
3,phase-3.md,219,"Moderation, review-case, and enforcement requirements",Enforcement requirements,ENF-004,ENF,"Validate current target state, content version, ownership where relevant, case state and prior enforcement before acting. Already-applied equivalent actions may return the prior result; incompatible stale, deleted, restored, refunded or changed-version requests must return a conflict without mutation.",`REQUIRED`
3,phase-3.md,220,"Moderation, review-case, and enforcement requirements",Enforcement requirements,ENF-005,ENF,"Local enforcement state and its authoritative audit event must commit consistently. External provider or financial side effects require explicit pending/succeeded/failed/unknown states, safe retries and reconciliation; do not mark provider success solely because a local request was accepted.",`REQUIRED`
3,phase-3.md,221,"Moderation, review-case, and enforcement requirements",Enforcement requirements,ENF-006,ENF,"Reversible actions must preserve the original action and record a separate reversal/restoration with actor, reason, time, current-state validation and restored state. Never delete or rewrite the original enforcement row.",`REQUIRED`
3,phase-3.md,222,"Moderation, review-case, and enforcement requirements",Enforcement requirements,ENF-007,ENF,Identify irreversible or provider-limited actions before confirmation. Such actions require explicit confirmation and risk-appropriate permission; dual approval is context-dependent for the highest-impact cases.,`REQUIRED` to identify and confirm irreversible effects; dual approval `CONTEXT-DEPENDENT`
3,phase-3.md,223,"Moderation, review-case, and enforcement requirements",Enforcement requirements,ENF-008,ENF,"When moderation causes a refund, credit or adjustment, link the enforcement, financial operation, user/game target, amount/currency, provider reference, local/provider outcome and reconciliation status. Financial history remains a distinct ledger/history record linked to—not replaced by—the administrative audit event.",`REQUIRED`
3,phase-3.md,224,"Moderation, review-case, and enforcement requirements",Enforcement requirements,ENF-009,ENF,"Generate a user-safe notice for enforcement when the application’s policy calls for one. It may identify affected content/action and a user-facing policy category, but must not expose secret rules, classifier thresholds, reporter identity, private third-party information, security telemetry or fraud-detection detail.",`STRONGLY RECOMMENDED`; specific notice obligation and content `CONTEXT-DEPENDENT`
3,phase-3.md,225,"Moderation, review-case, and enforcement requirements",Enforcement requirements,ENF-010,ENF,"Delaying or suppressing notice must require a structured reason under a documented safety, fraud, abuse, security or investigation policy. Restoration or reversal should generate a correction/restoration notice where the original action was communicated and the user remains reachable.","`CONTEXT-DEPENDENT`, but suppression rationale and auditability are `REQUIRED` when suppression is supported"
3,phase-3.md,226,"Moderation, review-case, and enforcement requirements",Enforcement requirements,ENF-011,ENF,"Appeals are not established as a universal technical or legal requirement by the primary security sources used here. If the platform offers review or appeal, it must be a distinct case transition with new evidence, reviewer identity, reasoned result, enforcement linkage and conflict-safe restoration.",`CONTEXT-DEPENDENT`; universal mandate `INSUFFICIENT AUTHORITATIVE EVIDENCE`
3,phase-3.md,248,Sensitive administrative data and notice requirements,Sensitive administrative data requirements,SENS-001,SENS,"Maintain a data classification and task-to-field access matrix for contact data, birth dates, private messages, reports, moderation evidence, payment context, identity-provider data, device/IP data, support notes, deletion information and audit history.",`REQUIRED`
3,phase-3.md,249,Sensitive administrative data and notice requirements,Sensitive administrative data requirements,SENS-002,SENS,Enforce minimum-necessary response fields at the backend. List/search pages must default to less detail than case-specific detail views. Frontend hiding or masking alone is not an authorization control.,`REQUIRED`
3,phase-3.md,250,Sensitive administrative data and notice requirements,Sensitive administrative data requirements,SENS-003,SENS,Private-message access must be purpose-limited and normally case- or report-linked. Default to the reported message or relevant excerpt and bounded surrounding context. Full conversation access requires a more specific permission and recorded reason. All message-content reads must be audited; unrestricted bulk browsing must not exist.,`REQUIRED`
3,phase-3.md,251,Sensitive administrative data and notice requirements,Sensitive administrative data requirements,SENS-004,SENS,"Moderation evidence views must safely render text, minimize identity/contact/payment details irrelevant to the case, constrain context, and protect copying/export through permissions and audit. External links and attachments must not execute active content in the administrative interface.",`REQUIRED`
3,phase-3.md,252,Sensitive administrative data and notice requirements,Sensitive administrative data requirements,SENS-005,SENS,"Financial interfaces may show amount, currency, status, provider references, card brand and last four digits only where the task requires them. CVV/CVC, full track data and PIN/PIN-block data must never be stored or displayed after authorization. Full PAN must not be exposed in this administration system absent a separately justified PCI-scoped need.",`REQUIRED` for sensitive-authentication-data prohibition and minimum necessary display; full-PAN handling `CONTEXT-DEPENDENT` but presumptively excluded
3,phase-3.md,253,Sensitive administrative data and notice requirements,Sensitive administrative data requirements,SENS-006,SENS,"Passwords, Firebase tokens, refresh tokens, authorization headers, cookies, API keys, webhook secrets, service-account credentials, private keys, presigned URLs, password-reset or verification links and sensitive authentication payloads must not be stored in audit records, notes, evidence or notices.",`REQUIRED`
3,phase-3.md,254,Sensitive administrative data and notice requirements,Sensitive administrative data requirements,SENS-007,SENS,"Administrative notes require controlled note types, safe text validation/rendering, access restrictions, retention classification, immutable creation metadata and linked correction. Warn and, where feasible, detect attempts to enter credentials, full card data, excessive private-message content, discriminatory or abusive language and irrelevant sensitive information.",`REQUIRED` for controls; exact automated detection `CONTEXT-DEPENDENT`
3,phase-3.md,255,Sensitive administrative data and notice requirements,Sensitive administrative data requirements,SENS-008,SENS,"Sensitive admin responses must use appropriate anti-caching controls, including `Cache-Control: no-store`, and sensitive data must not be deliberately persisted in localStorage, IndexedDB, analytics, frontend logs or client-side error reports. Clear sensitive client state on logout/session termination where feasible.",`REQUIRED`
3,phase-3.md,256,Sensitive administrative data and notice requirements,Sensitive administrative data requirements,SENS-009,SENS,Progressive disclosure or temporary unmasking should require the task-appropriate permission and may require a reason for high-risk categories. The backend must return the unmasked value only after rechecking authorization; unmask actions for highly sensitive fields must be audited.,`STRONGLY RECOMMENDED`; reason requirement `CONTEXT-DEPENDENT`
3,phase-3.md,257,Sensitive administrative data and notice requirements,Sensitive administrative data requirements,SENS-010,SENS,"Clipboard disabling, print restrictions, watermarks and screenshot deterrence may be used for selected workflows but must not be represented as reliable prevention. Focus enforceable controls on backend access, export restriction, auditability, managed-device policy and operator accountability.",`CONTEXT-DEPENDENT`
3,phase-3.md,258,Sensitive administrative data and notice requirements,Sensitive administrative data requirements,SENS-011,SENS,"Sensitive list/search APIs must not return hidden fields “for convenience,” embed secrets in page source, preload unrelated messages/evidence, or include sensitive values in URLs. Browser autocomplete must be disabled where it could retain sensitive administrative entry.",`REQUIRED`
3,phase-3.md,259,Sensitive administrative data and notice requirements,Sensitive administrative data requirements,SENS-012,SENS,Deleted-user audit attribution should normally retain a stable internal or pseudonymous subject reference while removing or minimizing direct identity fields according to the retention policy. Evidence required for open cases or security preservation must be access-restricted and explicitly retained.,"`CONTEXT-DEPENDENT`, but the decision and enforcement are `REQUIRED`"
3,phase-3.md,282,Sensitive administrative data and notice requirements,Administrative notice requirements,NOTICE-001,NOTICE,"Model a notice campaign, immutable content version, audience definition/snapshot, recipient record and delivery attempt as distinct records. Maintain audit links to creator, approver where applicable, reason and cancellation/correction.",`REQUIRED` for platform-wide or targeted administrative notices
3,phase-3.md,283,Sensitive administrative data and notice requirements,Administrative notice requirements,NOTICE-002,NOTICE,"Notice creation must require category, title/body, internal reason, audience definition, content preview and explicit confirmation. High-risk categories or very large audiences may require separate approval under a documented threshold.",`REQUIRED` for preview/confirmation/reason; approval `CONTEXT-DEPENDENT`
3,phase-3.md,284,Sensitive administrative data and notice requirements,Administrative notice requirements,NOTICE-003,NOTICE,"Define whether each campaign snapshots its audience at confirmation/scheduling time or evaluates eligibility at delivery time. Record the chosen semantics, preview count and snapshot/version. Establish explicit behavior for deleted, suspended, pending-deletion or newly ineligible users.",`REQUIRED` to define and record; choice `CONTEXT-DEPENDENT`
3,phase-3.md,285,Sensitive administrative data and notice requirements,Administrative notice requirements,NOTICE-004,NOTICE,"Deduplicate selected recipients by canonical internal user ID. Notice submission and recipient delivery must be idempotent. Reuse of the same key with changed campaign, audience or content must be rejected; a valid duplicate must return or reference the prior campaign/result.",`REQUIRED`
3,phase-3.md,286,Sensitive administrative data and notice requirements,Administrative notice requirements,NOTICE-005,NOTICE,"Render notice content through a controlled plain-text, Markdown or sanitized-HTML pipeline; validate links and disallow scriptable content. Notices must not request credentials, include secrets, disclose private moderation/security detail or embed unnecessary recipient information.",`REQUIRED`
3,phase-3.md,287,Sensitive administrative data and notice requirements,Administrative notice requirements,NOTICE-006,NOTICE,"Scheduled and queued notices need explicit states for draft, approved/scheduled, sending, partially sent, completed, canceled and failed or equivalent semantics. Cancellation must prevent unsent recipients where possible and record unavoidable in-flight delivery.",`REQUIRED`
3,phase-3.md,288,Sensitive administrative data and notice requirements,Administrative notice requirements,NOTICE-007,NOTICE,"Do not edit content already sent to a recipient. Corrections or retractions must be new, linked notice versions/campaigns. Unsent drafts may be edited; scheduled approved content changes must invalidate or repeat approval as policy requires.",`REQUIRED`
3,phase-3.md,289,Sensitive administrative data and notice requirements,Administrative notice requirements,NOTICE-008,NOTICE,"Track per-recipient states such as queued, sent, delivered where provider-confirmed, read where application-observed, skipped, failed, retried and canceled. Do not label a message “delivered” merely because it was accepted locally. Store stable normalized error codes and aggregate counts.",`REQUIRED`
3,phase-3.md,290,Sensitive administrative data and notice requirements,Administrative notice requirements,NOTICE-009,NOTICE,"Use queue/backpressure, recipient pagination, bounded concurrency and rate controls for large audiences. The campaign must expose progress and unresolved failures without loading or exporting the entire recipient list to every administrator.","`STRONGLY RECOMMENDED`; `NOT APPLICABLE UNDER STATED CONDITIONS` for permanently small, bounded audiences"
3,phase-3.md,291,Sensitive administrative data and notice requirements,Administrative notice requirements,NOTICE-010,NOTICE,"Enforcement, financial, maintenance, policy and security notices must use distinct templates and permissions. Security or fraud notices must be reviewed to avoid exposing exploitable internal details; financial notices must not contain raw payment credentials.",`REQUIRED` for sensitive-content separation; template governance `STRONGLY RECOMMENDED`
4,phase-4.md,69,SQLAlchemy connection and session requirements,,DBCONN-001,DBCONN,"Create and retain an engine/pool at process scope, but never permit live pooled DBAPI connections inherited from a parent process to be used by a forked child. Each child must create or reinitialize its own usable pool before database work.",`REQUIRED`
4,phase-4.md,70,SQLAlchemy connection and session requirements,,DBCONN-002,DBCONN,"Maintain a documented deployment-wide connection budget: `(maximum checked-out connections per process × API workers × application instances) + background-worker pools + administration/migration jobs + monitoring + operational reserve ≤ usable PostgreSQL connection capacity`. Count overflow, autoscaling maxima, rolling-deployment overlap, and proxy behavior.",`STRONGLY RECOMMENDED`
4,phase-4.md,71,SQLAlchemy connection and session requirements,,DBCONN-003,DBCONN,"Bound the number of checked-out and overflow connections and define finite pool-wait behavior. Pool exhaustion must fail predictably, release request resources, and not generate unbounded new connections.",`REQUIRED`
